,"Impact of 'condition_name' on
'selected_LANDLINE_ONLY'",condition_name,demogAge,BB_current_time_with_provider_abs,BB_current_plan_Fast Fibre Broadband (Up to 100Mb/s)
769,-0.20473480512597403,2) LL add-on at £1,56,1.083333333,0
770,-0.2936413574797654,2) LL add-on at £1,26,1.0,0
771,-0.08095794091996592,2) LL add-on at £1,70,1.5,1
772,0.21155409532841343,2) LL add-on at £1,70,0.5,0
773,-0.12488703928796435,2) LL add-on at £1,67,3.583333333,0
774,-0.23830364278404534,2) LL add-on at £1,50,11.0,0
775,-0.07202174484861147,2) LL add-on at £1,59,11.0,0
776,-0.37344223580437497,2) LL add-on at £1,40,0.25,0
777,-0.14039841883522053,2) LL add-on at £1,32,8.0,0
778,-0.20452321984227073,2) LL add-on at £1,65,3.25,0
779,-0.21263691071972052,2) LL add-on at £1,42,2.0,0
780,-0.15683196144336342,2) LL add-on at £1,43,11.41666667,0
781,-0.010754295236446922,2) LL add-on at £1,70,11.08333333,0
782,-0.3782300270643624,2) LL add-on at £1,33,4.0,1
783,-0.21578438818959247,2) LL add-on at £1,43,5.083333333,0
784,-0.1383319352855895,2) LL add-on at £1,20,9.0,0
785,-0.3413995004836835,2) LL add-on at £1,59,3.5,0
786,-0.2415373832899994,2) LL add-on at £1,59,1.5,0
787,-0.2679775100084666,2) LL add-on at £1,60,11.0,1
788,-0.2550786301669883,2) LL add-on at £1,62,7.25,0
789,0.07061732674018899,2) LL add-on at £1,70,11.0,0
790,-0.3389350497105768,2) LL add-on at £1,59,6.0,1
791,-0.2421375831143738,2) LL add-on at £1,45,7.5,0
792,-0.07508865226231103,2) LL add-on at £1,64,4.166666667,0
793,-0.1827027913813041,2) LL add-on at £1,58,5.083333333,0
794,-0.1785878188494369,2) LL add-on at £1,59,11.0,1
795,-0.04934316876175256,2) LL add-on at £1,70,3.083333333,1
796,-0.13274098631591805,2) LL add-on at £1,45,2.5,0
797,-0.19411328174856926,2) LL add-on at £1,40,5.0,1
798,-0.1656348030074159,2) LL add-on at £1,59,11.66666667,0
799,-0.0744533278956621,2) LL add-on at £1,66,0.166666667,0
800,-0.27494712703594404,2) LL add-on at £1,66,1.5,1
801,-0.18946537538526984,2) LL add-on at £1,48,8.25,0
802,-0.06916049776015094,2) LL add-on at £1,65,1.583333333,0
803,-0.27043727070118423,2) LL add-on at £1,43,7.75,0
804,-0.20158093798206445,2) LL add-on at £1,66,5.5,0
805,-0.08144501482097026,2) LL add-on at £1,40,2.5,1
806,-0.016407979160205713,2) LL add-on at £1,67,6.5,0
807,-0.20311557300836494,2) LL add-on at £1,51,1.916666667,0
808,-0.09924212493804344,2) LL add-on at £1,68,11.0,0
809,-0.11811082455826806,2) LL add-on at £1,61,2.5,0
810,-0.16327937194161132,2) LL add-on at £1,49,11.0,0
811,-0.2357486999988426,2) LL add-on at £1,57,1.0,0
812,-0.3678487492829946,2) LL add-on at £1,54,4.833333333,0
813,-0.19951495498345304,2) LL add-on at £1,55,1.083333333,0
814,-0.2741183024123574,2) LL add-on at £1,58,1.0,1
815,-0.37224586667929827,2) LL add-on at £1,51,5.0,0
816,-0.03388057713607634,2) LL add-on at £1,66,7.0,1
817,-0.2030267222595107,2) LL add-on at £1,58,7.5,0
818,-0.2265139770539544,2) LL add-on at £1,58,7.5,0
819,-0.0719794240859342,2) LL add-on at £1,49,0.416666667,0
820,-0.08232061624398705,2) LL add-on at £1,61,11.0,0
821,-0.18882866323468978,2) LL add-on at £1,49,4.0,0
822,0.059460008998146435,2) LL add-on at £1,69,11.0,1
823,-0.18565897244815532,2) LL add-on at £1,30,5.083333333,0
824,-0.15617184928831296,2) LL add-on at £1,66,2.416666667,0
825,-0.25808417737872236,2) LL add-on at £1,59,2.0,1
826,-0.33348705193897255,2) LL add-on at £1,36,3.333333333,0
827,-0.23867140788357832,2) LL add-on at £1,65,4.583333333,1
828,-0.13728218524570446,2) LL add-on at £1,58,1.083333333,0
829,0.06546911139991075,2) LL add-on at £1,73,11.0,0
830,-0.1960010473384786,2) LL add-on at £1,58,4.0,1
831,-0.022234765256628142,2) LL add-on at £1,71,11.0,1
832,-0.15584395173068177,2) LL add-on at £1,63,11.0,1
833,-0.013635923795187256,2) LL add-on at £1,74,10.16666667,0
834,-0.11529717329001733,2) LL add-on at £1,60,1.583333333,1
835,-0.18431282772844548,2) LL add-on at £1,65,5.5,0
836,-0.1628044203667355,2) LL add-on at £1,33,5.583333333,0
837,-0.4633443468759481,2) LL add-on at £1,61,11.0,0
838,-0.06456441949716331,2) LL add-on at £1,73,11.0,1
839,0.1752838103706243,2) LL add-on at £1,67,0.083333333,1
840,-0.016878764778399218,2) LL add-on at £1,67,11.91666667,1
841,-0.299188981800134,2) LL add-on at £1,68,1.5,0
842,-0.18701381001056078,2) LL add-on at £1,62,4.583333333,1
843,0.046890845357886034,2) LL add-on at £1,74,7.833333333,0
844,-0.154153677125971,2) LL add-on at £1,37,6.5,1
845,-0.037228618085306836,2) LL add-on at £1,49,11.5,0
846,-0.16092569064817977,2) LL add-on at £1,27,5.25,1
847,-0.21000510271640851,2) LL add-on at £1,64,11.0,1
848,-0.1273458657296854,2) LL add-on at £1,58,11.0,0
849,-0.03690547917779781,2) LL add-on at £1,63,1.5,0
850,-0.23270340722614247,2) LL add-on at £1,47,4.0,0
851,-0.15030538730769089,2) LL add-on at £1,42,0.416666667,0
852,0.25531126008996535,2) LL add-on at £1,34,0.583333333,0
853,-0.12536947693796852,2) LL add-on at £1,41,0.166666667,0
854,-0.1750312491425405,2) LL add-on at £1,58,11.0,0
855,-0.1548843479866414,2) LL add-on at £1,44,11.0,0
856,-0.22567571897731858,2) LL add-on at £1,45,0.75,0
857,-0.07460928840218284,2) LL add-on at £1,38,4.833333333,0
858,-0.13017072140729555,2) LL add-on at £1,57,10.0,0
859,-0.2051938731137061,2) LL add-on at £1,45,10.08333333,0
860,0.06870207797846203,2) LL add-on at £1,71,5.5,0
861,-0.046857517041586125,2) LL add-on at £1,73,3.0,1
862,-0.34862832642270364,2) LL add-on at £1,54,4.25,0
863,-0.12409154281151716,2) LL add-on at £1,71,2.583333333,0
864,-0.17406087828775557,2) LL add-on at £1,56,5.5,0
865,-0.11433096490299582,2) LL add-on at £1,58,2.0,1
866,-0.12502913147377923,2) LL add-on at £1,49,11.91666667,0
867,-0.14671445595250204,2) LL add-on at £1,51,11.58333333,0
868,-0.17249162946189267,2) LL add-on at £1,56,11.91666667,0
869,-0.2198761650450216,2) LL add-on at £1,58,11.0,0
870,-0.07682493772744597,2) LL add-on at £1,74,11.25,0
871,-0.17417178352361848,2) LL add-on at £1,27,5.0,0
872,-0.2546414889407687,2) LL add-on at £1,43,8.0,0
873,-0.051852264523203545,2) LL add-on at £1,35,2.0,0
874,-0.1893246171640703,2) LL add-on at £1,47,2.0,1
875,-0.28834607597544337,2) LL add-on at £1,50,11.0,0
876,-0.18493240842070965,2) LL add-on at £1,35,6.0,0
877,-0.16491909926661244,2) LL add-on at £1,63,6.333333333,0
878,-0.13404051951060114,2) LL add-on at £1,49,11.0,1
879,-0.012739774482028506,2) LL add-on at £1,73,11.0,1
880,-0.2630659098327442,2) LL add-on at £1,54,2.0,1
881,0.09802449697016258,2) LL add-on at £1,71,1.0,1
882,-0.0019295235974415967,2) LL add-on at £1,57,0.5,0
883,0.0037316881631305767,2) LL add-on at £1,70,11.0,0
884,-0.18782515026569466,2) LL add-on at £1,64,11.41666667,0
885,-0.08681819662167224,2) LL add-on at £1,59,11.0,0
886,-0.2163109031218042,2) LL add-on at £1,42,11.58333333,0
887,-0.046251504445679444,2) LL add-on at £1,71,7.25,1
888,-0.1496108171151306,2) LL add-on at £1,62,11.83333333,0
889,-0.1475062226711206,2) LL add-on at £1,64,1.5,1
890,-0.13538165206959568,2) LL add-on at £1,38,11.91666667,0
891,-0.22171940528424128,2) LL add-on at £1,63,11.0,0
892,-0.27828683056025894,2) LL add-on at £1,34,2.5,0
893,-0.23295423235331233,2) LL add-on at £1,61,11.0,1
894,-0.08757982962817594,2) LL add-on at £1,60,6.0,0
895,-0.111244663808307,2) LL add-on at £1,65,11.0,0
896,-0.15599697758486633,2) LL add-on at £1,56,4.5,0
897,-0.18561376897521759,2) LL add-on at £1,68,0.666666667,0
898,-0.17354554973395794,2) LL add-on at £1,60,3.166666667,0
899,-0.1148907612801888,2) LL add-on at £1,70,11.0,0
900,-0.230012391745039,2) LL add-on at £1,37,1.0,1
901,-0.13385147527940727,2) LL add-on at £1,63,11.41666667,1
902,-0.07741738192666435,2) LL add-on at £1,38,11.0,1
903,-0.10088969704399425,2) LL add-on at £1,67,1.416666667,0
904,-0.30055571256818414,2) LL add-on at £1,60,11.91666667,0
905,-0.07968522546973023,2) LL add-on at £1,69,5.0,1
906,-0.03973214754033319,2) LL add-on at £1,74,11.0,1
907,-0.3954143835381716,2) LL add-on at £1,67,10.0,0
908,-0.10318376886312522,2) LL add-on at £1,66,6.416666667,0
909,-0.08804473754413929,2) LL add-on at £1,26,3.666666667,0
910,-0.18817678859058304,2) LL add-on at £1,18,3.0,0
911,-0.1526701464968819,2) LL add-on at £1,57,11.08333333,0
912,-0.3604906860816104,2) LL add-on at £1,19,2.666666667,0
913,-0.15209386364963629,2) LL add-on at £1,67,5.25,1
914,-0.08059029884938862,2) LL add-on at £1,31,1.25,0
915,-0.4794260119871913,2) LL add-on at £1,45,2.25,0
916,-0.06636231047322,2) LL add-on at £1,51,0.25,0
917,-0.11617194606956527,2) LL add-on at £1,54,4.0,0
918,-0.17645891232708627,2) LL add-on at £1,68,11.0,0
919,-0.1621581131303728,2) LL add-on at £1,63,4.333333333,0
920,0.3099677073108562,2) LL add-on at £1,72,3.166666667,0
921,-0.03072547515310077,2) LL add-on at £1,68,4.5,1
922,-0.027396842840451366,2) LL add-on at £1,41,7.25,0
923,-0.053997525280594615,2) LL add-on at £1,57,0.333333333,0
924,-0.13635817303945028,2) LL add-on at £1,51,11.0,0
925,-0.24163969651920691,2) LL add-on at £1,54,5.0,1
926,-0.2180058775485073,2) LL add-on at £1,42,3.0,0
927,-0.29813582429629915,2) LL add-on at £1,50,11.0,1
928,0.07320159423569692,2) LL add-on at £1,71,0.666666667,1
929,-0.1366038421451195,2) LL add-on at £1,65,11.0,0
930,-0.22847733503194825,2) LL add-on at £1,40,11.0,0
931,-0.2472192035445073,2) LL add-on at £1,39,2.5,0
932,-0.15105394456243532,2) LL add-on at £1,40,11.0,0
933,-0.17591458335724255,2) LL add-on at £1,48,2.0,0
934,-0.16808729796970195,2) LL add-on at £1,28,2.0,1
935,-0.5551675101092622,2) LL add-on at £1,64,7.0,1
936,-0.3166506999411588,2) LL add-on at £1,43,3.583333333,1
937,0.004549064848471533,2) LL add-on at £1,73,3.0,0
938,-0.11218035011205137,2) LL add-on at £1,72,8.416666667,1
939,-0.1277521756977234,2) LL add-on at £1,60,0.25,0
940,-0.053164180146444175,2) LL add-on at £1,60,6.75,0
941,-0.10113874077041349,2) LL add-on at £1,69,2.25,0
942,-0.404009355395264,2) LL add-on at £1,31,0.833333333,0
943,-0.08264895219157131,2) LL add-on at £1,72,0.5,0
944,-0.17000118672612047,2) LL add-on at £1,71,11.0,0
945,-0.12148589881654319,2) LL add-on at £1,70,5.333333333,0
946,0.0878384535300737,2) LL add-on at £1,50,0.25,0
947,-0.13777522976075163,2) LL add-on at £1,57,11.0,0
948,-0.25285157126877705,2) LL add-on at £1,55,1.833333333,0
949,0.0878405262868909,2) LL add-on at £1,70,11.0,1
950,-0.2576152077063627,2) LL add-on at £1,50,10.0,1
951,-0.11130704580417246,2) LL add-on at £1,74,10.08333333,0
952,-0.24871195587222888,2) LL add-on at £1,60,10.41666667,0
953,0.36612261212988895,2) LL add-on at £1,72,9.25,1
954,-0.10353335918954731,2) LL add-on at £1,73,11.0,1
955,-0.15519548964023444,2) LL add-on at £1,49,3.083333333,1
956,-0.09376329215916696,2) LL add-on at £1,60,1.0,0
957,-0.16622764928192282,2) LL add-on at £1,55,1.5,0
958,-0.25710505651273224,2) LL add-on at £1,62,4.416666667,0
959,-0.12738889438635156,2) LL add-on at £1,32,1.5,1
960,-0.19282826818135773,2) LL add-on at £1,20,2.083333333,1
961,-0.15349717002219038,2) LL add-on at £1,40,0.083333333,1
962,-0.034387369994457635,2) LL add-on at £1,70,4.0,1
963,-0.24026369977899154,2) LL add-on at £1,28,3.666666667,0
964,-0.4639029514365523,2) LL add-on at £1,44,0.333333333,1
965,0.01097536138375347,2) LL add-on at £1,68,1.25,0
966,0.05064237056306289,2) LL add-on at £1,67,11.0,0
967,-0.09733699176862455,2) LL add-on at £1,66,11.0,1
968,0.20248512098816682,2) LL add-on at £1,82,7.0,0
969,-0.1584571501705183,2) LL add-on at £1,61,2.333333333,0
970,-0.2601376451999242,2) LL add-on at £1,35,10.0,0
971,-0.2147472961513197,2) LL add-on at £1,28,11.0,0
972,-0.3126798061228977,2) LL add-on at £1,53,6.0,0
973,-0.08152471319040575,2) LL add-on at £1,49,8.0,0
974,-0.14831119834963097,2) LL add-on at £1,48,2.583333333,0
975,-0.2361276172413389,2) LL add-on at £1,63,11.0,1
976,-0.12004227173764369,2) LL add-on at £1,38,1.5,0
977,-0.12306116257219418,2) LL add-on at £1,71,10.58333333,1
978,-0.18737485918164182,2) LL add-on at £1,63,10.0,0
979,-0.08340721508535434,2) LL add-on at £1,64,11.91666667,1
980,-0.25791996916928056,2) LL add-on at £1,57,2.5,1
981,-0.18466615643153964,2) LL add-on at £1,50,11.0,0
982,-0.1641430491444582,2) LL add-on at £1,36,4.0,1
983,-0.15911774451611402,2) LL add-on at £1,55,5.666666667,1
984,-0.1713592198872653,2) LL add-on at £1,37,11.0,0
985,-0.186942857483392,2) LL add-on at £1,70,11.0,0
986,-0.06973820427984458,2) LL add-on at £1,72,0.666666667,0
987,-0.30618896182398264,2) LL add-on at £1,38,11.0,0
988,-0.19612332041265498,2) LL add-on at £1,54,7.0,1
989,-0.18440824660160338,2) LL add-on at £1,55,1.166666667,0
990,-0.13428509329031021,2) LL add-on at £1,41,4.083333333,0
991,-0.2514694586806188,2) LL add-on at £1,56,3.583333333,0
992,-0.0968439836048379,2) LL add-on at £1,73,11.0,1
993,-0.21325125039140982,2) LL add-on at £1,59,10.58333333,0
994,-0.2573529141537429,2) LL add-on at £1,54,6.416666667,1
995,-0.1860378969696876,2) LL add-on at £1,32,0.0,0
996,-0.21678090589937477,2) LL add-on at £1,59,5.25,0
997,-0.35390094795766514,2) LL add-on at £1,59,10.0,0
998,-0.20163962924810214,2) LL add-on at £1,60,7.25,1
999,-0.3907652648817895,2) LL add-on at £1,51,11.0,0
1000,-0.14550649007530186,2) LL add-on at £1,65,3.5,0
1001,-0.27464843122218086,2) LL add-on at £1,54,6.0,0
1002,-0.0688770692878636,2) LL add-on at £1,51,11.0,0
1003,-0.17030028970738678,2) LL add-on at £1,65,8.666666667,0
1004,-0.13657610099347292,2) LL add-on at £1,24,2.0,0
1005,-0.2890030802031153,2) LL add-on at £1,35,2.0,0
1006,-0.2982224563124556,2) LL add-on at £1,69,11.0,0
1007,-0.18344083499650107,2) LL add-on at £1,56,0.25,0
1008,-0.1641828600911145,2) LL add-on at £1,62,6.0,0
1009,-0.1025216613205775,2) LL add-on at £1,38,7.0,1
1010,-0.1327319442571482,2) LL add-on at £1,22,0.333333333,0
1011,-0.2687009148334178,2) LL add-on at £1,52,11.0,1
1012,-0.16518666410970229,2) LL add-on at £1,42,1.583333333,1
1013,-0.148835534035624,2) LL add-on at £1,37,2.333333333,0
1014,-0.19975905763579652,2) LL add-on at £1,44,5.0,1
1015,-0.24144814236352588,2) LL add-on at £1,56,3.0,1
1016,-0.12221716087129154,2) LL add-on at £1,38,1.5,0
1017,-0.37209964192848805,2) LL add-on at £1,38,2.333333333,0
1018,-0.1779538418582756,2) LL add-on at £1,54,3.583333333,1
1019,-0.1499865474049459,2) LL add-on at £1,44,7.0,0
1020,-0.21304686118925287,2) LL add-on at £1,52,5.5,0
1021,0.16833205908360097,2) LL add-on at £1,53,2.0,0
1022,0.3514153673735251,2) LL add-on at £1,42,5.666666667,0
1023,-0.28111350820511527,2) LL add-on at £1,60,6.083333333,1
1024,-0.04898520719350624,2) LL add-on at £1,64,0.583333333,0
1025,-0.13176158384081343,2) LL add-on at £1,45,3.583333333,1
1026,-0.13193547308814282,2) LL add-on at £1,55,0.166666667,0
1027,-0.18255932962997948,2) LL add-on at £1,49,0.166666667,0
1028,-0.17707903380464285,2) LL add-on at £1,56,3.0,0
1029,-0.2089629295846187,2) LL add-on at £1,48,1.916666667,0
1030,-0.31263213421737535,2) LL add-on at £1,27,2.833333333,1
1031,0.4073215745684616,2) LL add-on at £1,74,4.333333333,0
1032,-0.17865755615138082,2) LL add-on at £1,65,11.0,0
1033,-0.08386730849904456,2) LL add-on at £1,69,11.0,0
1034,-0.24070971362631513,2) LL add-on at £1,43,3.0,0
1035,-0.07809417167353533,2) LL add-on at £1,47,3.5,0
1036,-0.06175032723085234,2) LL add-on at £1,36,2.916666667,0
1037,-0.07385710275865201,2) LL add-on at £1,66,0.916666667,1
1038,-0.4523770786153455,2) LL add-on at £1,50,3.166666667,1
1039,-0.15979483132040764,2) LL add-on at £1,62,2.5,1
1040,-0.4941111210428589,2) LL add-on at £1,60,11.91666667,0
1041,-0.2715932006984496,2) LL add-on at £1,62,11.0,1
1042,-0.061185121111521065,2) LL add-on at £1,57,7.666666667,1
1043,0.14546849726077318,2) LL add-on at £1,74,4.666666667,0
1044,-0.06069057755728443,2) LL add-on at £1,43,1.0,0
1045,-0.04385460745040633,2) LL add-on at £1,71,0.416666667,0
1046,-0.00633257465597865,2) LL add-on at £1,66,5.416666667,0
1047,-0.18538539081516597,2) LL add-on at £1,42,4.5,1
1048,-0.19177951040007565,2) LL add-on at £1,55,4.5,0
1049,-0.65454248222118,2) LL add-on at £1,60,6.5,0
1050,-0.15718353190278436,2) LL add-on at £1,63,11.0,0
1051,-0.1681230445397774,2) LL add-on at £1,37,2.083333333,0
1052,-0.12889649821120439,2) LL add-on at £1,60,3.0,0
1053,-0.19125012586580062,2) LL add-on at £1,52,6.0,0
1054,-0.2750219363868633,2) LL add-on at £1,52,7.0,0
1055,-0.051663872407567944,2) LL add-on at £1,65,11.0,0
1056,-0.20318243359123184,2) LL add-on at £1,54,5.583333333,0
1057,-0.13332754706015026,2) LL add-on at £1,66,11.91666667,1
1058,-0.10304862487491592,2) LL add-on at £1,33,1.083333333,0
1059,-0.2580252060059779,2) LL add-on at £1,56,4.666666667,0
1060,-0.28223649906897574,2) LL add-on at £1,39,5.416666667,1
1061,-0.12234627596140547,2) LL add-on at £1,61,0.75,0
1062,-0.36602716282617315,2) LL add-on at £1,30,2.083333333,0
1063,-0.19389386536695932,2) LL add-on at £1,67,8.5,1
1064,-0.201390302477191,2) LL add-on at £1,58,2.0,0
1065,-0.2013112359935659,2) LL add-on at £1,61,4.0,0
1066,-0.2506540768165859,2) LL add-on at £1,30,3.0,0
1067,-0.23062550151741942,2) LL add-on at £1,29,1.0,0
1068,-0.15521190749624458,2) LL add-on at £1,64,1.166666667,0
1069,-0.3391379572914017,2) LL add-on at £1,50,11.0,0
1070,-0.2011183448101071,2) LL add-on at £1,34,4.5,0
1071,-0.09645706110911198,2) LL add-on at £1,46,3.416666667,0
1072,-0.06823993257667792,2) LL add-on at £1,68,0.166666667,0
1073,-0.1605166411151734,2) LL add-on at £1,29,1.25,0
1074,-0.09444094301674921,2) LL add-on at £1,59,5.5,0
1075,0.09744586426175918,2) LL add-on at £1,78,8.0,0
1076,-0.14066719252963011,2) LL add-on at £1,60,7.0,0
1077,-0.31045905862651135,2) LL add-on at £1,51,2.0,1
1078,-0.23411791299138413,2) LL add-on at £1,53,5.666666667,0
1079,-0.2062050552468954,2) LL add-on at £1,65,11.0,0
1080,0.0577720189187809,2) LL add-on at £1,68,5.5,0
1081,-0.14219514148438078,2) LL add-on at £1,57,5.25,0
1082,-0.07640832755808209,2) LL add-on at £1,60,0.5,0
1083,0.1662305580934882,2) LL add-on at £1,77,11.0,1
1084,-0.1074574757484358,2) LL add-on at £1,79,11.0,0
1085,-0.12827247124860014,2) LL add-on at £1,51,1.666666667,0
1086,-0.15084767513499941,2) LL add-on at £1,69,11.0,0
1087,0.10184543885918416,2) LL add-on at £1,83,2.5,0
1088,-0.07417591588462241,2) LL add-on at £1,63,1.916666667,0
1089,-0.23110008330668466,2) LL add-on at £1,64,3.0,0
1090,-0.18381489666749432,2) LL add-on at £1,52,0.583333333,1
1091,-0.43968363330594634,2) LL add-on at £1,50,0.916666667,0
1092,-0.20121789621888891,2) LL add-on at £1,52,11.0,0
1093,-0.2513659646504009,2) LL add-on at £1,65,3.5,0
1094,0.13122356546799926,2) LL add-on at £1,81,3.0,0
1095,-0.15387542659315262,2) LL add-on at £1,45,3.583333333,1
1096,-0.1459211473384238,2) LL add-on at £1,59,5.0,0
1097,-0.2639923477605527,2) LL add-on at £1,45,4.583333333,0
1098,-0.06948421981482004,2) LL add-on at £1,41,2.666666667,0
1099,-0.22741912996741748,2) LL add-on at £1,61,4.083333333,1
1100,-0.0799191923426485,2) LL add-on at £1,66,5.25,0
1101,-0.1217286721362911,2) LL add-on at £1,71,10.0,0
1102,-0.27948700319845976,2) LL add-on at £1,46,2.5,1
1103,-0.11350030459221029,2) LL add-on at £1,58,3.0,1
1104,-0.10276331300985335,2) LL add-on at £1,49,10.75,0
1105,-0.2401161125742136,2) LL add-on at £1,67,2.0,0
1106,-0.16940011007178302,2) LL add-on at £1,52,4.0,0
1107,-0.18748836551448028,2) LL add-on at £1,57,10.0,0
1108,-0.17896503671040007,2) LL add-on at £1,36,3.5,1
1109,-0.12670790409462487,2) LL add-on at £1,67,11.0,0
1110,-0.1772048581615358,2) LL add-on at £1,61,5.25,0
1111,-0.12732913499989473,2) LL add-on at £1,74,5.0,0
1112,-0.010214181790065488,2) LL add-on at £1,30,2.333333333,0
1113,-0.13677520618260536,2) LL add-on at £1,63,0.416666667,0
1114,-0.28506636666516805,2) LL add-on at £1,40,3.0,0
1115,-0.06647343252717217,2) LL add-on at £1,79,11.0,0
1116,-0.15240556974704622,2) LL add-on at £1,63,11.0,1
1117,-0.19754242321900423,2) LL add-on at £1,48,10.0,1
1118,-0.08791691773276135,2) LL add-on at £1,66,11.0,0
1119,-0.22721324869022855,2) LL add-on at £1,64,11.0,1
1120,-0.17431350075397165,2) LL add-on at £1,24,1.0,1
1121,-0.05469225736510914,2) LL add-on at £1,58,6.416666667,0
1122,-0.0973106386720752,2) LL add-on at £1,61,2.25,1
1123,-0.25582733169462746,2) LL add-on at £1,38,0.416666667,1
1124,-0.16912870622866086,2) LL add-on at £1,19,5.416666667,0
1125,-0.05642166759683608,2) LL add-on at £1,63,11.0,0
1126,-0.2055248839348114,2) LL add-on at £1,39,1.583333333,0
1127,-0.1917031401612756,2) LL add-on at £1,35,3.0,0
1128,-0.135710888962867,2) LL add-on at £1,61,3.166666667,1
1129,-0.2100560845444659,2) LL add-on at £1,61,2.333333333,0
1130,-0.18228436302020382,2) LL add-on at £1,50,3.833333333,0
1131,-0.08636424534827568,2) LL add-on at £1,68,11.0,1
1132,-0.22855918459647873,2) LL add-on at £1,44,11.0,0
1133,-0.22148977955312496,2) LL add-on at £1,27,1.416666667,1
1134,-0.1447845220769139,2) LL add-on at £1,70,4.0,0
1135,0.008956199387877664,2) LL add-on at £1,67,5.0,0
1136,-0.2690144243728168,2) LL add-on at £1,51,5.0,1
1137,-0.12275811646066469,2) LL add-on at £1,21,4.166666667,0
1138,0.06104509118304023,2) LL add-on at £1,67,7.0,1
1139,-0.20241287635995475,2) LL add-on at £1,66,4.0,0
1140,-0.05714916528994197,2) LL add-on at £1,75,2.25,1
1141,-0.12810277108865187,2) LL add-on at £1,70,3.333333333,0
1142,-0.06766573215831576,2) LL add-on at £1,66,1.5,1
1143,-0.2565755645386285,2) LL add-on at £1,54,10.0,1
1144,-0.0819494418961904,2) LL add-on at £1,68,11.0,0
1145,-0.4664010201882386,2) LL add-on at £1,41,1.333333333,0
1146,-0.634910109978808,2) LL add-on at £1,55,3.333333333,0
1147,-0.08339504379392258,2) LL add-on at £1,71,11.0,0
1148,-0.05154185306274623,2) LL add-on at £1,39,11.0,0
1149,-0.23731551746545687,2) LL add-on at £1,47,0.75,1
1150,-0.1866236614857836,2) LL add-on at £1,37,2.666666667,1
1151,-0.09897200545833147,2) LL add-on at £1,40,5.0,0
1152,-0.16547338342775092,2) LL add-on at £1,61,11.0,0
1153,-0.07799275449211089,2) LL add-on at £1,22,0.666666667,0
1154,-0.07012560420045964,2) LL add-on at £1,67,6.25,1
1155,-0.035340550650918796,2) LL add-on at £1,68,5.25,0
1156,-0.2174945023190771,2) LL add-on at £1,47,2.416666667,1
1157,-0.11486495718976311,2) LL add-on at £1,60,0.75,0
1158,-0.25222835292712475,2) LL add-on at £1,63,11.41666667,0
1159,-0.046023975361579594,2) LL add-on at £1,81,11.0,1
1160,-0.27680365580153443,2) LL add-on at £1,48,0.833333333,0
1161,-0.1301107228983358,2) LL add-on at £1,31,2.083333333,0
1162,-0.20234354799314083,2) LL add-on at £1,53,0.333333333,1
1163,-0.1278748868208564,2) LL add-on at £1,80,0.75,0
1164,0.0038655159417646206,2) LL add-on at £1,73,10.0,0
1165,-0.23357397900973234,2) LL add-on at £1,51,4.583333333,0
