spending,nudge,age,male,education_level,income
11.20,0,67,0,2,6.08
8.91,1,46,1,2,2.87
11.02,0,39,0,1,6.67
11.50,0,42,0,5,0.52
12.23,0,47,0,1,5.29
12.17,0,60,0,1,2.71
9.25,0,59,1,4,0.72
7.11,1,54,1,0,9.93
9.67,1,23,1,4,1.90
6.12,0,20,1,0,5.68
13.11,0,40,0,1,7.21
11.18,1,62,1,4,2.98
11.16,1,65,1,3,9.17
13.96,0,54,0,3,3.04
13.06,1,43,0,3,8.12
8.94,1,38,1,3,1.71
12.56,1,32,0,4,1.39
11.00,0,28,0,2,2.39
8.24,1,48,1,3,1.27
2.72,0,23,1,4,7.63
13.24,1,33,0,4,6.92
14.73,1,57,0,3,7.89
8.82,1,53,1,5,3.96
5.92,0,24,1,4,7.24
8.84,1,39,1,1,0.38
13.18,0,33,0,1,0.83
11.64,0,26,0,0,0.78
8.83,0,39,1,4,5.72
12.71,0,34,0,0,3.67
4.24,1,55,1,1,7.74
4.75,0,24,1,0,0.11
4.20,0,40,1,3,7.14
13.31,0,35,0,1,7.90
11.40,0,46,0,4,8.94
6.84,1,45,1,0,7.40
6.97,1,20,1,3,4.71
10.09,0,59,1,2,2.08
13.26,1,40,0,2,6.54
13.55,1,41,0,4,5.63
4.03,0,62,1,3,0.01
10.42,0,19,1,4,8.53
4.08,0,61,1,0,1.88
10.80,0,44,1,0,3.82
4.90,1,49,1,3,5.55
10.39,1,52,0,3,1.14
9.25,0,67,1,2,5.61
3.87,1,23,1,2,9.69
9.61,1,64,1,5,3.62
11.65,1,31,0,2,2.30
12.69,0,61,0,1,5.32
6.86,1,53,1,1,0.52
7.01,1,59,1,0,8.51
4.77,0,64,1,4,3.50
11.92,1,26,0,2,1.13
12.40,1,31,0,1,3.44
12.39,1,52,0,3,0.28
4.93,0,23,1,1,9.20
7.40,0,42,1,2,6.68
6.42,0,34,1,3,1.91
12.74,0,67,1,1,8.20
2.92,0,63,1,5,5.54
11.05,1,27,0,1,0.92
12.46,1,63,0,4,3.78
11.08,1,37,0,1,3.55
9.12,1,51,1,1,2.18
10.18,0,61,0,1,2.35
10.24,1,32,1,3,2.40
12.90,1,31,0,2,1.82
14.22,1,52,0,3,3.35
10.30,0,35,1,2,3.79
14.84,0,68,0,1,6.53
6.50,1,21,1,1,0.61
5.07,1,32,1,4,8.82
11.41,0,19,0,3,6.75
11.99,0,32,0,1,2.96
12.41,0,39,1,3,0.18
5.64,1,45,1,5,7.85
12.25,0,33,0,1,6.76
10.95,0,41,0,4,7.75
13.27,1,45,0,4,6.95
11.35,0,65,0,4,2.40
14.85,0,68,0,5,8.37
10.26,0,48,1,0,7.48
10.58,1,45,0,4,4.31
13.91,1,63,0,4,0.36
10.80,0,49,1,3,4.79
11.67,1,27,0,2,7.02
8.01,1,28,1,1,8.72
13.35,0,41,0,2,4.82
11.00,1,32,0,1,6.05
13.19,0,40,0,4,1.16
10.42,0,28,0,1,4.40
12.52,1,53,0,4,2.54
11.54,0,30,0,4,4.48
11.79,0,26,1,3,0.33
10.04,1,23,0,4,5.20
12.83,0,68,1,1,6.44
9.45,1,29,1,3,9.69
12.84,1,40,0,3,8.59
12.62,1,47,0,2,5.88
12.71,0,33,0,3,0.26
10.93,1,45,1,4,0.29
5.17,1,19,1,4,4.86
13.05,0,42,0,2,1.54
3.75,1,47,1,4,1.57
13.12,0,66,0,4,0.60
11.70,0,64,0,3,1.68
3.75,0,50,1,0,0.79
12.08,0,48,1,1,6.19
11.51,1,22,0,3,5.25
6.53,0,47,1,1,1.33
8.73,1,58,1,3,1.66
10.47,0,25,0,1,5.12
14.40,0,48,0,4,2.21
10.25,0,57,1,2,6.29
2.87,0,47,1,1,1.43
14.70,1,64,0,4,1.38
9.44,1,47,1,4,1.17
10.06,1,59,1,4,0.39
9.13,0,24,1,3,6.54
10.88,0,59,0,3,4.72
7.37,0,63,1,5,4.71
11.43,0,60,1,2,1.64
11.87,1,31,0,5,5.24
11.90,1,56,0,1,2.22
4.20,0,37,1,1,4.85
9.48,1,50,1,4,6.82
12.58,1,61,1,2,2.91
6.78,0,65,1,3,9.07
4.93,0,65,1,2,4.34
10.42,1,55,1,4,8.30
3.45,1,23,1,5,7.36
13.52,1,43,0,1,0.62
12.70,1,63,1,0,0.92
11.63,1,43,0,0,9.10
8.03,0,51,1,3,5.21
8.16,1,26,1,5,6.31
12.60,1,30,0,5,1.35
8.09,1,18,1,4,5.29
9.89,0,19,1,2,8.15
11.35,0,21,0,2,0.77
10.15,0,61,0,2,3.11
12.32,0,32,0,1,0.93
10.86,0,30,1,0,1.00
11.78,0,22,0,1,9.85
7.89,1,26,1,1,4.20
12.60,0,30,0,2,5.33
11.92,1,44,0,4,6.32
10.46,1,35,1,3,4.49
12.08,0,46,0,2,5.39
13.00,1,65,0,2,5.19
11.24,1,68,0,4,6.13
11.93,1,56,1,2,7.89
9.81,0,58,1,4,2.71
6.16,1,21,1,3,7.82
10.83,0,40,0,0,1.79
14.43,0,65,0,1,6.28
13.71,1,68,0,3,6.20
12.30,0,28,0,4,6.65
9.91,1,49,1,3,8.60
10.90,1,67,0,2,8.21
7.36,1,27,1,3,2.74
11.69,1,32,1,3,5.69
4.67,0,43,1,4,9.07
12.04,1,49,0,1,9.45
15.05,1,53,1,4,9.40
10.56,0,35,0,0,8.39
8.26,0,28,1,0,7.64
11.58,1,55,0,3,7.38
6.39,0,67,1,0,5.38
12.89,0,46,0,3,8.85
14.09,0,46,0,4,6.82
7.16,1,32,1,5,0.30
9.93,1,64,0,3,8.16
3.66,0,29,1,2,9.41
11.06,1,44,1,4,3.40
9.36,0,24,1,3,8.72
13.44,1,65,1,3,0.58
12.77,1,31,0,1,6.57
12.54,0,43,0,2,6.06
10.09,1,44,0,5,0.51
10.24,1,31,0,1,2.35
10.11,0,22,0,2,3.74
10.94,0,67,0,1,4.78
10.23,0,21,0,2,6.66
9.09,0,21,1,1,0.09
14.79,0,66,0,5,1.48
12.81,1,48,0,1,1.80
12.17,0,32,0,2,2.38
11.18,0,38,0,3,1.26
7.41,1,64,1,2,3.64
9.26,0,65,1,1,5.38
11.13,0,67,0,1,6.27
11.73,0,26,1,4,6.63
6.82,0,24,1,2,7.18
9.12,1,37,1,1,9.04
10.03,0,55,0,3,8.07
8.42,1,32,1,1,2.92
4.93,1,62,1,5,2.76
13.54,0,48,0,3,0.56
10.11,0,23,0,1,5.72
9.94,1,40,1,4,2.26
11.55,1,42,0,4,1.61
12.83,0,55,0,2,3.72
4.35,0,34,1,4,7.50
12.20,1,54,0,1,9.52
5.25,1,44,1,4,7.34
6.77,0,26,1,3,10.00
8.09,0,53,1,4,8.19
11.33,0,47,1,5,5.68
8.98,1,45,1,2,9.12
10.87,1,41,1,5,2.14
11.08,0,65,0,3,3.46
11.78,1,33,0,5,9.25
10.45,1,57,0,5,2.31
11.68,1,18,0,2,6.89
11.84,1,55,1,4,2.53
11.89,0,53,0,3,8.80
14.25,0,58,0,4,7.47
11.66,0,25,0,4,5.34
13.40,0,62,0,1,5.81
12.89,1,45,0,1,8.37
11.96,0,41,0,2,5.32
16.46,0,66,0,5,3.35
6.85,1,43,1,3,5.62
12.10,0,37,0,3,8.18
11.89,1,51,1,4,6.19
5.40,0,35,1,4,6.54
12.32,0,54,0,3,1.81
8.27,1,59,1,1,3.17
10.43,1,19,0,1,5.24
14.52,1,63,0,3,1.78
6.34,1,24,1,1,5.68
7.71,0,50,1,1,9.67
4.87,1,46,1,2,6.86
7.87,0,52,1,2,1.03
8.14,1,43,1,2,0.63
12.34,1,29,0,3,9.35
10.73,1,58,1,1,2.67
12.19,0,32,0,1,9.10
12.10,1,40,0,4,4.49
12.14,1,36,0,4,6.28
10.21,0,36,1,4,9.59
5.51,0,63,1,4,0.55
11.42,0,23,0,4,2.49
11.72,1,46,1,2,8.08
7.86,1,61,1,1,0.56
12.10,1,43,1,3,0.14
10.12,1,68,0,2,2.86
6.31,1,25,1,2,6.56
6.49,1,64,1,1,6.67
14.70,1,63,0,3,4.17
9.75,1,26,1,3,6.87
10.63,1,46,0,3,4.67
11.48,1,20,0,5,3.29
8.84,0,25,1,1,4.48
5.43,1,23,1,3,1.43
10.52,0,31,0,2,9.99
7.47,0,19,1,1,0.18
11.37,0,49,1,4,8.39
8.96,1,67,1,3,5.88
5.84,0,65,1,2,6.66
6.57,1,53,1,1,6.51
10.96,1,59,1,3,3.48
13.45,0,42,0,4,0.88
4.89,0,28,1,4,4.13
10.64,0,21,1,4,1.92
6.29,0,50,1,2,3.25
11.48,0,44,0,2,8.35
15.52,1,66,0,4,1.13
9.59,0,38,1,2,3.90
5.66,1,43,1,1,3.56
13.62,1,64,0,3,2.75
9.84,1,49,1,1,1.55
9.81,1,61,0,1,6.01
7.33,1,20,1,2,1.26
11.71,1,39,0,1,6.71
14.07,0,47,0,1,3.89
11.53,0,32,0,0,2.38
6.53,0,41,1,0,9.86
10.82,0,55,0,4,6.87
10.86,1,19,1,0,0.96
12.83,1,44,0,4,3.26
5.25,1,19,1,4,8.86
9.51,1,21,1,2,0.34
12.80,1,60,1,4,6.54
5.40,1,38,1,1,3.28
4.11,0,44,1,3,1.59
13.57,0,39,0,1,4.89
11.43,1,37,0,4,7.99
9.90,0,23,1,3,8.83
10.44,0,18,0,2,4.46
8.45,1,55,1,1,1.26
10.21,0,32,0,2,1.29
9.97,0,48,1,4,5.78
5.63,0,33,1,5,9.55
8.48,1,21,1,5,8.40
9.80,1,26,1,1,3.72
5.60,1,44,1,2,2.90
14.24,1,62,0,2,9.13
12.24,0,55,0,1,0.59
11.26,0,24,0,1,8.21
13.22,0,50,0,2,4.08
5.79,1,40,1,2,1.34
14.56,1,65,0,1,1.86
11.30,1,20,0,2,8.98
11.02,1,24,0,1,8.75
16.60,1,68,0,0,1.58
11.86,0,43,0,1,6.06
7.35,1,35,1,4,5.81
12.17,1,36,0,1,5.17
6.22,0,45,1,2,6.43
11.45,1,28,0,4,7.58
12.81,0,50,0,4,0.54
10.14,0,44,0,2,7.96
6.81,1,28,1,5,5.75
6.63,0,48,1,3,4.90
12.63,0,36,0,3,1.74
11.70,1,65,0,4,1.08
4.71,0,18,1,1,4.28
10.97,1,56,1,4,5.54
11.39,0,63,1,4,1.30
13.40,1,52,0,2,2.44
11.70,0,37,0,1,1.49
6.62,1,59,1,2,7.76
6.10,1,23,1,4,5.30
10.79,1,25,1,1,4.86
9.15,0,41,1,3,0.91
11.98,0,67,0,1,5.64
14.05,0,51,0,0,2.27
10.30,0,36,0,5,3.92
11.75,1,29,0,5,6.57
5.96,0,47,1,1,1.73
9.80,0,68,1,5,9.51
14.79,1,57,1,4,2.00
12.60,0,36,0,3,0.14
5.09,1,47,1,4,8.80
6.34,1,50,1,0,7.21
9.49,1,58,1,5,5.50
7.07,0,67,1,4,1.13
9.72,0,47,1,3,3.29
16.28,0,65,0,2,9.13
5.41,0,24,1,0,9.90
12.26,0,29,0,4,7.78
11.31,1,19,0,2,6.09
12.04,1,34,1,4,9.98
15.69,0,61,0,1,0.94
9.74,0,29,0,1,9.14
13.09,0,53,1,2,3.68
13.34,0,36,0,5,4.17
11.73,0,19,0,0,1.25
6.43,0,25,1,2,2.77
11.26,1,48,1,1,6.89
11.82,0,44,1,4,3.15
7.48,1,61,1,3,7.85
10.87,0,25,0,4,2.89
9.40,1,39,1,4,5.63
10.10,1,52,0,2,2.87
10.21,1,65,1,5,0.82
12.46,0,30,0,5,7.09
3.73,0,25,1,3,2.91
14.91,1,61,1,1,4.98
12.95,1,62,0,0,4.10
11.35,1,35,1,4,1.14
10.35,0,28,0,5,5.64
10.88,0,48,0,2,8.04
11.05,0,20,0,0,0.13
11.30,0,26,0,4,6.22
12.28,0,35,0,4,8.31
9.25,1,51,1,4,6.97
12.18,0,32,0,5,3.97
13.22,1,54,0,4,7.67
9.08,0,38,1,1,1.59
9.89,1,63,1,3,2.14
11.84,0,50,1,1,2.64
12.58,0,35,0,4,9.24
11.31,1,42,0,4,1.32
12.62,1,56,1,3,2.50
11.84,1,34,0,0,2.76
13.15,0,44,0,2,1.57
7.87,1,46,1,5,9.98
5.67,1,49,1,1,6.05
6.55,1,52,1,5,6.72
3.53,1,47,1,3,7.23
11.71,1,51,0,2,0.85
11.26,1,34,1,4,2.57
4.10,0,28,1,3,1.80
10.67,0,30,0,1,2.38
11.91,0,51,0,2,2.82
10.69,1,26,0,3,3.95
6.51,1,45,1,4,1.94
5.49,1,67,1,1,1.06
11.81,0,67,1,2,3.91
9.13,0,38,1,1,8.89
13.69,0,65,1,3,9.81
11.39,1,47,1,3,7.31
10.60,0,25,0,4,5.29
11.82,0,31,0,4,1.26
6.20,1,31,1,5,1.32
12.28,0,53,0,1,3.67
8.36,0,61,1,3,5.95
12.29,0,24,0,4,3.84
5.25,1,42,1,1,5.29
13.52,0,49,0,4,1.33
15.31,1,66,0,4,0.16
7.00,1,42,1,3,5.86
5.53,1,42,1,2,9.38
12.51,0,35,0,0,5.17
11.49,1,47,0,4,0.68
9.72,0,33,1,4,6.45
10.82,0,35,0,1,5.45
14.31,1,66,0,1,6.30
9.75,0,60,1,1,8.28
12.20,1,34,0,3,2.26
13.10,1,46,1,0,1.09
7.38,1,56,1,1,9.98
10.58,0,24,0,2,6.85
10.76,0,21,0,5,8.68
14.67,0,57,0,1,8.25
4.01,0,22,1,1,9.42
10.91,0,19,0,2,1.09
10.27,1,47,1,1,1.29
10.14,0,42,1,1,4.08
6.01,1,63,1,3,7.98
12.19,0,51,1,0,4.12
8.07,0,29,1,1,8.42
11.48,1,35,0,4,6.95
8.85,1,35,1,1,0.30
3.47,0,19,1,2,2.07
9.53,1,67,1,5,7.63
12.12,0,56,0,5,6.06
4.11,0,40,1,1,1.02
12.55,0,68,1,4,4.21
4.17,0,29,1,5,7.46
9.50,0,63,1,2,4.40
13.45,1,61,0,4,7.49
9.14,0,40,1,4,0.78
10.79,0,27,0,0,5.77
12.61,0,32,0,5,7.15
5.60,0,20,1,1,9.94
12.24,0,29,0,1,8.29
14.11,0,60,0,4,7.36
8.74,0,26,1,3,3.85
11.65,1,33,1,4,3.95
5.09,0,37,1,1,3.89
12.72,1,58,0,4,6.59
14.26,0,59,0,1,7.72
12.78,0,50,0,4,1.28
10.23,0,19,0,2,0.23
14.35,0,46,0,1,0.04
5.87,0,47,1,2,0.86
12.34,1,64,0,1,5.89
4.15,0,22,1,2,4.99
15.68,0,65,0,1,6.88
12.61,0,56,0,3,1.56
12.01,0,23,0,4,4.68
6.77,1,29,1,4,9.30
14.32,0,67,0,2,6.23
7.48,0,37,1,2,9.80
5.54,0,41,1,5,7.14
9.85,0,54,1,1,9.22
5.51,1,36,1,0,2.62
11.09,0,63,0,1,3.00
7.83,1,53,1,4,4.51
3.42,1,21,1,3,8.33
11.84,0,63,0,4,4.71
11.32,1,67,0,2,5.69
14.64,1,60,0,2,2.57
8.80,1,23,1,4,3.61
7.72,1,49,1,3,8.56
12.35,0,41,1,4,1.52
11.48,1,23,0,2,5.08
8.81,1,35,1,5,8.68
11.74,0,30,0,0,6.78
14.17,1,59,0,4,6.11
16.63,0,67,0,4,4.60
13.50,0,34,0,5,0.41
6.76,1,51,1,4,8.55
11.13,0,23,0,1,7.49
5.46,0,34,1,3,2.09
12.26,0,59,0,4,1.45
10.59,0,48,1,3,0.94
15.17,1,55,0,4,7.20
13.39,0,48,1,0,6.29
11.66,0,44,1,4,7.25
5.01,1,27,1,5,2.66
9.51,1,46,1,0,0.76
12.83,0,42,0,5,0.97
10.66,0,66,0,1,4.27
13.23,1,54,0,4,8.73
9.74,1,55,1,1,8.97
11.23,0,19,0,0,3.43
11.62,0,41,0,1,4.64
12.57,1,48,1,1,4.98
8.74,0,46,1,4,0.23
3.66,0,39,1,3,7.05
12.20,0,27,0,1,9.69
11.35,1,37,0,1,3.79
5.96,1,19,1,3,6.42
13.91,0,48,0,0,4.38
10.66,0,56,1,2,5.42
10.57,1,35,1,4,1.26
4.57,1,30,1,0,6.49
13.21,0,37,0,4,1.17
10.73,0,19,0,0,0.33
3.31,1,25,1,3,3.56
11.51,0,54,0,5,6.14
14.15,0,46,0,0,8.71
10.77,1,32,0,4,7.74
12.76,1,43,1,4,8.33
12.98,1,55,0,2,6.06
8.49,1,30,1,3,4.99
5.35,1,56,1,2,6.52
8.72,0,54,1,4,8.45
15.77,0,65,0,4,1.88
9.21,1,22,1,3,5.21
11.46,0,41,0,1,9.51
15.26,0,61,0,4,3.64
11.32,0,24,0,5,7.79
10.98,0,23,0,3,3.47
10.02,1,49,1,1,0.89
11.61,1,63,1,5,6.07
9.12,1,27,1,2,3.12
10.92,0,25,0,2,3.64
8.51,1,29,1,4,4.95
9.72,0,46,0,1,9.31
4.89,1,26,1,3,3.55
10.89,0,29,0,3,1.70
12.08,0,63,0,4,1.21
10.87,1,38,0,3,8.47
7.78,0,51,1,3,1.03
6.35,0,19,1,0,0.95
12.52,0,55,1,2,0.52
7.63,0,38,1,0,8.67
11.20,1,67,0,4,5.15
10.10,1,41,0,3,8.96
11.18,1,26,0,5,3.64
9.27,0,60,1,3,4.34
5.88,1,23,1,3,1.29
11.58,0,20,0,1,5.34
10.25,1,65,1,5,2.94
10.63,0,22,0,3,7.99
12.54,1,35,0,2,1.60
12.64,1,45,0,0,6.05
15.18,0,54,0,2,6.98
12.38,1,32,0,1,5.75
3.87,1,25,1,0,4.82
10.52,1,18,1,5,0.51
8.11,1,29,1,0,2.97
7.52,0,56,1,4,5.02
7.50,0,53,1,4,4.68
11.73,0,58,1,1,6.65
10.19,0,53,1,2,0.79
13.01,1,38,1,0,6.43
13.13,0,43,0,4,6.28
6.25,0,20,1,4,5.64
10.58,0,20,0,3,2.18
6.11,1,37,1,4,3.27
13.18,0,61,0,3,0.06
12.49,1,34,0,1,5.76
5.76,1,18,1,3,9.53
14.20,1,55,0,5,5.68
10.96,1,28,0,3,2.79
13.49,0,53,0,3,4.68
13.37,1,49,0,4,7.69
10.28,0,32,1,2,7.33
10.86,1,50,1,2,2.95
7.42,0,32,1,3,1.84
10.48,0,46,0,5,3.26
7.27,1,47,1,4,5.70
12.68,1,45,0,4,9.99
10.18,1,61,0,3,5.04
8.41,1,23,1,3,6.44
12.73,0,58,0,2,1.04
7.62,1,46,1,5,4.99
8.65,1,26,1,2,1.78
13.69,0,41,0,3,8.63
13.19,0,44,0,1,3.59
10.69,0,53,1,5,1.72
11.01,0,20,0,2,4.70
10.14,0,63,1,2,1.84
11.57,1,18,0,4,5.18
11.83,1,25,0,5,1.91
8.97,1,64,1,5,2.35
6.24,1,43,1,1,4.42
12.58,0,37,0,3,3.24
10.49,0,37,0,2,0.97
5.91,1,48,1,4,5.90
10.60,0,58,1,4,6.96
10.61,1,46,1,4,6.01
7.14,1,18,1,1,4.65
10.27,0,27,0,4,3.65
8.04,0,20,1,1,1.87
12.79,0,33,0,2,7.92
8.10,0,35,1,5,3.71
10.30,0,35,0,4,1.79
12.50,1,59,1,2,5.92
8.59,1,21,1,1,1.31
5.50,0,49,1,3,5.71
3.78,1,38,1,4,3.95
8.41,1,33,1,1,2.85
7.36,1,23,1,0,3.82
12.52,1,29,0,1,0.79
9.52,1,67,1,4,5.18
13.47,1,61,1,1,4.45
12.44,1,59,0,2,4.24
11.25,1,46,0,2,5.74
12.68,0,45,0,2,6.49
10.88,0,26,0,5,7.11
11.63,0,42,0,3,9.87
6.83,0,49,1,3,2.23
5.17,1,51,1,2,1.81
12.62,1,34,0,4,1.50
9.74,0,60,1,2,6.15
14.31,0,53,0,2,3.45
8.01,1,56,1,3,9.80
10.32,1,56,0,2,9.54
12.17,0,32,0,3,2.76
5.69,0,49,1,5,6.80
10.28,0,63,0,1,9.85
11.08,1,58,0,3,7.33
6.44,1,24,1,3,2.87
12.34,1,46,0,2,5.02
9.46,1,66,1,2,1.43
11.16,1,32,1,1,9.30
11.42,0,68,0,5,0.70
6.81,1,60,1,3,0.75
8.33,0,19,1,4,7.49
5.36,1,37,1,3,7.83
12.96,1,32,0,1,9.18
8.39,1,65,1,4,6.52
7.64,1,46,1,3,8.84
11.18,0,64,0,2,1.11
12.11,0,39,1,0,0.90
14.49,1,47,0,4,5.43
10.00,1,27,0,5,9.10
10.74,1,56,1,2,2.10
5.28,1,46,1,5,0.95
11.48,0,29,0,5,1.22
13.59,1,43,0,3,4.64
4.73,0,61,1,1,2.23
3.82,0,24,1,2,0.17
7.48,0,53,1,5,6.97
7.37,0,45,1,4,4.44
13.16,0,63,0,5,4.72
13.14,0,39,0,0,0.07
11.31,0,42,0,0,8.36
11.90,0,47,0,3,2.13
12.10,0,30,0,0,4.09
12.77,0,67,0,4,1.09
10.11,1,49,1,1,8.93
5.57,1,32,1,2,8.77
5.85,1,20,1,5,7.82
13.44,1,60,0,1,3.90
8.31,1,36,1,2,8.52
7.06,0,59,1,4,7.83
10.73,1,44,0,3,1.11
12.65,0,34,0,3,9.69
9.09,1,58,1,5,7.32
12.33,1,40,0,5,0.27
6.65,0,44,1,1,7.35
5.85,1,28,1,2,7.57
11.10,1,55,1,2,3.17
13.86,1,50,1,4,1.92
11.69,1,20,0,5,5.29
9.08,1,62,1,5,6.41
13.47,0,41,0,4,0.61
9.75,0,60,0,3,9.57
7.11,0,21,1,0,9.00
9.92,1,20,0,1,7.96
14.53,0,60,0,4,2.65
13.08,0,55,0,0,4.39
11.88,0,36,0,1,2.91
13.07,0,34,0,4,8.06
13.81,1,45,1,1,4.47
12.02,0,25,0,4,4.22
10.62,0,63,0,1,5.23
6.95,1,41,1,4,4.18
4.34,1,25,1,4,4.60
11.50,1,19,0,4,8.52
6.76,1,47,1,4,7.64
12.33,1,52,0,3,3.17
5.87,0,29,1,1,1.51
9.76,1,30,1,2,2.58
4.36,1,31,1,4,3.08
11.32,1,62,1,2,1.38
10.81,1,55,1,4,8.10
9.48,1,60,1,5,7.25
12.62,1,38,0,5,8.70
15.34,1,59,0,0,4.79
14.84,0,56,0,3,8.52
4.67,0,29,1,2,3.71
12.63,1,57,0,1,5.95
11.33,0,58,0,1,2.19
6.59,1,24,1,4,3.60
13.98,0,62,0,2,6.87
10.28,0,43,0,2,9.48
12.62,1,56,1,4,1.90
12.02,0,48,0,4,1.36
14.10,0,61,0,4,4.13
3.54,1,31,1,4,4.98
4.97,0,47,1,4,6.18
11.78,0,53,0,5,6.36
5.72,0,64,1,2,3.59
6.58,1,47,1,1,7.48
12.91,0,58,1,3,1.34
9.64,1,64,1,4,6.43
14.69,1,48,0,3,3.09
4.03,1,65,1,0,5.29
10.58,1,21,0,4,3.70
11.16,0,33,0,3,5.31
4.16,1,63,1,3,0.07
12.42,0,41,0,2,0.82
13.05,1,59,1,4,0.62
11.91,0,41,0,4,3.91
3.58,0,56,1,3,5.36
10.57,0,25,0,3,6.76
10.99,0,51,0,1,9.58
8.11,1,51,1,2,7.47
13.41,1,54,0,1,6.94
10.40,1,27,0,0,9.51
12.98,0,66,0,3,3.48
8.31,1,49,1,3,3.50
11.93,1,65,1,4,9.24
14.31,1,65,0,1,7.35
12.12,0,64,0,5,0.96
11.33,1,66,0,0,5.54
4.77,1,27,1,1,3.74
5.05,0,43,1,0,2.07
11.38,1,28,1,5,6.39
5.84,1,58,1,4,9.48
9.32,1,43,1,5,6.45
10.48,1,42,0,3,8.18
9.50,1,42,1,4,6.05
11.11,0,20,0,5,3.72
11.78,0,67,0,2,4.43
10.25,1,58,1,1,3.03
13.91,0,48,0,2,2.57
6.41,0,65,1,1,6.16
12.13,0,66,0,5,9.93
10.71,1,37,0,1,2.12
4.12,1,21,1,5,9.74
10.64,1,24,0,0,1.84
10.00,1,50,1,3,4.74
12.01,0,37,1,4,1.40
10.72,0,54,0,5,3.30
13.84,1,66,1,2,5.65
7.60,1,43,1,3,0.77
11.44,0,67,0,4,6.87
11.63,0,44,0,3,4.43
8.98,1,47,1,4,9.73
4.68,0,55,1,3,6.51
5.29,0,29,1,3,6.77
7.87,1,43,1,3,3.52
10.23,0,41,0,3,8.32
11.50,0,47,0,5,5.70
13.98,0,64,0,1,1.40
10.80,0,40,0,4,7.25
12.38,0,52,0,1,6.22
10.03,1,29,1,1,0.94
9.66,1,63,1,5,0.48
3.36,1,26,1,4,4.31
10.94,0,27,0,3,2.99
6.75,1,24,1,4,9.64
12.43,1,34,0,2,7.35
10.82,1,36,1,2,1.50
12.44,1,38,0,1,9.26
6.48,1,46,1,0,1.58
13.82,0,43,0,1,3.16
10.71,0,47,0,1,0.08
3.80,0,30,1,2,3.48
12.61,0,43,0,2,8.57
8.13,1,21,1,0,8.98
5.28,0,25,1,2,1.08
4.37,0,42,1,1,3.28
7.21,0,64,1,0,4.01
3.00,0,31,1,2,4.63
9.26,1,55,1,5,2.58
11.59,0,40,1,5,0.59
10.54,1,32,1,4,4.16
9.00,1,44,1,4,8.56
8.92,1,55,1,2,7.51
6.02,1,21,1,5,8.23
4.58,0,27,1,5,2.67
7.41,1,50,1,2,6.81
11.09,0,57,0,0,1.73
8.30,1,63,1,1,4.14
11.90,0,46,1,1,8.97
10.55,0,59,0,5,5.89
10.01,0,20,1,4,0.68
11.47,1,61,0,4,2.49
7.12,1,62,1,5,0.49
4.82,1,22,1,0,1.33
6.79,0,37,1,4,5.02
7.44,1,37,1,2,4.81
15.09,0,54,0,2,6.97
8.05,1,43,1,1,2.45
7.04,1,52,1,2,9.69
7.58,0,27,1,3,4.07
11.47,0,66,0,1,9.38
10.82,0,65,0,3,3.19
13.43,0,46,0,3,7.07
6.79,1,67,1,4,8.52
10.66,0,46,0,4,3.28
4.49,0,47,1,1,0.31
8.10,1,44,1,5,5.38
6.53,1,65,1,2,5.59
11.20,1,21,0,5,6.88
10.00,0,21,0,2,4.26
10.37,0,19,1,3,9.02
15.15,0,64,0,1,0.43
8.25,1,31,1,4,8.17
10.50,0,47,0,1,6.38
15.90,1,65,1,4,4.83
10.06,1,21,0,4,1.08
12.36,1,41,0,3,7.81
8.97,0,60,1,0,0.62
13.36,0,43,0,0,3.41
7.52,1,42,1,4,0.82
10.87,0,30,0,4,3.00
11.78,1,57,1,1,5.48
8.52,0,67,1,4,2.50
5.09,0,39,1,4,4.51
8.78,1,47,1,0,9.15
11.89,0,36,0,1,7.01
7.11,1,66,1,2,5.13
13.02,0,48,0,5,5.92
5.23,0,42,1,3,3.23
13.23,0,62,0,3,3.40
11.88,0,31,0,4,9.09
8.72,0,34,1,3,2.57
8.02,1,59,1,0,4.73
11.21,1,20,0,2,4.97
7.57,1,62,1,4,2.92
8.58,0,57,1,1,8.24
11.71,1,68,1,4,9.88
12.17,1,53,0,2,5.42
13.43,1,58,0,3,0.17
14.84,0,63,0,3,5.51
11.64,0,43,0,3,4.00
5.46,1,27,1,5,7.27
12.63,0,53,0,1,7.17
9.98,1,43,1,1,5.06
9.49,0,53,1,0,2.14
9.94,0,22,0,3,2.36
10.58,1,59,1,2,7.86
11.41,0,28,0,4,4.42
10.61,1,25,1,2,8.87
3.92,1,29,1,3,6.78
10.62,0,53,1,1,1.00
12.30,0,26,0,4,5.44
10.64,0,59,0,1,3.22
13.46,0,43,0,3,9.12
3.73,1,28,1,4,0.35
11.79,1,27,0,4,6.76
13.73,0,45,0,1,8.04
14.27,1,62,1,1,2.63
10.12,0,20,0,2,2.73
11.04,0,45,0,0,3.84
10.34,0,29,0,4,6.56
8.79,1,34,1,4,6.33
14.11,1,43,1,2,2.65
10.11,1,28,0,1,5.47
12.62,1,39,0,0,0.86
14.65,0,63,0,3,7.92
13.41,0,48,0,2,6.47
15.61,0,65,0,3,4.71
8.77,1,21,1,3,7.25
15.20,1,64,0,2,6.64
4.50,0,60,1,1,9.28
11.30,0,45,0,4,2.14
14.72,1,64,1,2,3.05
12.48,0,53,0,2,6.66
